COMPANY STAGE,FOUNDED YEAR,is_non_eu,EMPLOYEE COUNT,REVENUE (USD MN),INVESTED FUNDS (ESTIMATED**),OWNERSHIP TYPE,INDUSTRY_CATEGORY
Early Stage,2023.0,0,7.0,,"Anthemis UniCredit evo, CHV V, Love Venture Fund II",Private,Technology
Early Stage,2020.0,1,,,,Private,Healthcare
Early Stage,2023.0,1,,,"Canary Anchors Fund III, Positive Ventures DIF II",Private,Media and Entertainment
Early Stage,2015.0,1,,,,Private,Healthcare
Angel & Seed,2022.0,1,,,"IGNIA VC Fund II, Maverick Ventures Israel III, Creator Fund II",Private,Technology
,2020.0,1,,,,Private,Technology
Series A,2022.0,1,,,"TLV Partners IV, Team8 Enterprise Partners III",Private,Financial Services
Early Stage,2024.0,1,,,Canary Anchors Fund III,Private,Technology
,2020.0,1,,,,Private,Technology
Series A,2017.0,1,,,Columbia Capital Equity Partners VIII,Private,Technology
Angel & Seed,2022.0,1,,,,Private,Technology
Angel & Seed,2023.0,1,,,"HashKey FinTech Investment Fund III, Collider Ventures II, Finality Capital Partners Fund I, Base Ecosystem Fund, Robot Ventures Fund III",Private,Financial Services
Angel & Seed,2022.0,1,,,Orbit Startups III,Private,Environmental
Angel & Seed,2023.0,1,,,"Index Ventures XI, Sequoia Capital India VIII",Private,Technology
Angel & Seed,2021.0,1,,,AWZ X-Seed I,Private,Technology
Early Stage,2024.0,1,,,,Private,Technology
Angel & Seed,2017.0,1,,,,Private,Technology
Early Stage,2017.0,1,,,,Private,Technology
Angel & Seed,2020.0,1,,,"Japan Israel High Tech Ventures 2, TAU Ventures II",Private,Technology
Add-on,2021.0,1,,,,Private,Technology
Angel & Seed,2021.0,1,,,"NFX C2-B Advantage, FJ Labs Archangel I",Private,Technology
Early Stage,2016.0,1,4.0,,Launch Africa Fund II,Private,Consumer Goods and Services
Early Stage,2024.0,1,3.0,,,Private,Consumer Goods and Services
Early Stage,2016.0,1,46.0,,"IndicatorCapital Fund I, Yield Lab III",Private,Environmental
Add-on,2020.0,1,,,,Private,Technology
Early Stage,2023.0,1,7.0,,"Alexia Ventures 1, Canary Anchors Fund III, Newtopia VC",Private,Technology
Early Stage,2023.0,1,1.0,,Andreessen Horowitz AI Infrastructure Fund,Private,Financial Services
Early Stage,2023.0,1,3.0,,"Valor Venture Fund IV, Powerhouse PSH1",Private,Technology
Early Stage,2021.0,1,,,,Private,Healthcare
Early Stage,2020.0,1,8.0,,,Private,Technology
Early Stage,2020.0,1,52.0,,Bfl Cinco Fundo De Investimento Em Participações Capital Semente,Private,Technology
Early Stage,2021.0,1,22.0,,,Private,Technology
Early Stage,2019.0,1,31.0,,,Private,Financial Services
Early Stage,2023.0,1,5.0,,,Private,Financial Services
Early Stage,2022.0,1,2.0,,DOMO Ventures 2,Private,Technology
Early Stage,2019.0,1,14.0,,,Private,Technology
Angel & Seed,2019.0,1,69.0,,,Private,Technology
Angel & Seed,2019.0,1,5.0,,,Private,Financial Services
Early Stage,2017.0,1,11.0,,,Private,Technology
Early Stage,2023.0,1,,,,Private,Technology
Angel & Seed,2021.0,1,31.0,,IndicatorCapital Fund I,Private,Technology
Series A,2022.0,1,20.0,,"Jibe Ventures, R-Squared Ventures Bookoutdoors, TLV Partners V",Private,Technology
Early Stage,2018.0,1,37.0,,,Private,Technology
Series A,2017.0,1,87.0,,,Private,Environmental
Angel & Seed,2016.0,1,35.0,,IndicatorCapital Fund I,Private,Technology
Early Stage,2023.0,1,15.0,,,Private,Transportation
Angel & Seed,2022.0,1,27.0,,"Fusion Fund III, Bessemer Venture Partners Growth Fund, Flying Fish Fund II, Walden Catalyst Ventures, Ascend Venture Capital II",Private,Technology
Early Stage,2022.0,1,24.0,,"Avalanche VC Fund II, 500 MENA",Private,Technology
Angel & Seed,2023.0,1,,,,Private,Technology
Early Stage,2022.0,1,13.0,,HCS Grupo Consorcio,Private,Technology
Early Stage,2023.0,1,5.0,,,Private,Financial Services
Angel & Seed,2022.0,1,28.0,,YLV Fund V,Private,Technology
Add-on,2019.0,1,,,,Private,Technology
,2018.0,1,53.0,,,Private,Technology
Early Stage,2021.0,1,,,,Private,Technology
Early Stage,2023.0,1,7.0,,GSV Ventures Fund III,Private,Business Services
Early Stage,2023.0,1,67.0,,,Private,Technology
Series A,2019.0,1,17.0,,PeakBridge SPV I,Private,Consumer Goods and Services
Early Stage,2017.0,1,16.0,,,Private,Financial Services
Early Stage,2023.0,1,1.0,,,Private,Technology
Early Stage,2022.0,1,2.0,,500 MENA,Private,Technology
Early Stage,2019.0,1,33.0,,,Private,Technology
Angel & Seed,2023.0,1,4.0,,"Monashees Expansion, Audacious Ventures II",Private,Technology
Angel & Seed,2020.0,1,22.0,,,Private,Technology
Angel & Seed,2022.0,1,28.0,,"Maya Capital Ventures II, FJ Labs Archangel I",Private,Technology
Early Stage,2023.0,1,,,,Private,Technology
Early Stage,2023.0,1,10.0,,,Private,Technology
Angel & Seed,2022.0,1,6.0,,VOYAGERS Health-Tech Fund I,Private,Technology
Angel & Seed,2019.0,1,37.0,,DOMO Ventures 2,Private,Technology
Early Stage,2019.0,1,3.0,,,Private,Technology
,2017.0,1,30.0,,,Private,Technology
,2014.0,1,93.0,,,Private,Technology
Angel & Seed,2018.0,1,35.0,,"Innventus Fund I, Pampa Start I",Private,Technology
Angel & Seed,2020.0,1,40.0,,,Private,Technology
Angel & Seed,2018.0,1,5.0,,,Private,Technology
Early Stage,2015.0,1,184.0,,"Owl Ventures V, Altitude Ventures III",Private,Business Services
Angel & Seed,2021.0,1,14.0,,AWZ X-Seed I,Private,Technology
Angel & Seed,2021.0,1,14.0,,AnD Ventures Fund (2021),Private,Technology
Add-on,2020.0,1,44.0,,,Private,Technology
,2023.0,1,12.0,,,Private,Financial Services
Add-on,2019.0,1,3.0,,,Private,Technology
Early Stage,2019.0,1,9.0,,,Private,Technology
Angel & Seed,2021.0,1,22.0,,"A-Star Partners CT III, Cardumen DeepTech Fund II, RV H1 SPV - Series One, Liquid 2 Ventures Fund IV",Private,Media and Entertainment
Early Stage,2021.0,1,29.0,,,Private,Financial Services
Angel & Seed,2023.0,1,15.0,,"Samsung NEXT Fund, Entrée Capital Israel Early-Stage Fund IV",Private,Technology
,2022.0,1,7.0,,,Private,Environmental
Early Stage,2022.0,1,15.0,,,Private,Technology
Early Stage,2021.0,1,4.0,,Redwood Ventures Fund II,Private,Technology
Early Stage,2019.0,1,70.0,,,Private,Technology
,2020.0,1,27.0,,,Private,Healthcare
Angel & Seed,2022.0,1,13.0,,"Ground Up Ventures Fund, Glilot Early Growth Fund II, SYN Seed Fund",Private,Technology
Early Stage,2020.0,1,55.0,,,Private,Technology
Angel & Seed,2023.0,1,15.0,,"LionBird III, Viola Growth Fund",Private,Technology
Angel & Seed,2019.0,1,30.0,,,Private,Technology
Angel & Seed,2021.0,1,34.0,,,Private,Healthcare
Early Stage,2021.0,1,7.0,,,Private,Technology
Early Stage,2020.0,1,,,,Private,Business Services
Early Stage,2022.0,1,36.0,,"Ventures Platform IV, P1 Ventures Fund II",Private,Technology
Angel & Seed,2021.0,1,19.0,,Eclipse Ventures Fund V,Private,Technology
Early Stage,2020.0,1,28.0,,,Private,Technology
Angel & Seed,2022.0,1,22.0,,,Private,Technology
Angel & Seed,2019.0,1,,,"JLL Spark Global Venture Capital Fund, Ocean Azul Partners II, 10D Fund II, Random Forest AI Fund",Private,Technology
Angel & Seed,2020.0,1,32.0,,"Stray Dog Capital Fund II, Impact Deep Tech Fund II, Earth Venture Capital, TheFoodTechLab Climate I",Private,Technology
Angel & Seed,2020.0,1,29.0,,"NVC Fund 1, Horn of Africa Fund I",Private,Financial Services
Early Stage,2017.0,1,20.0,,,Private,Healthcare
Angel & Seed,2015.0,1,8.0,,ALIVE HealthTech Fund,Private,Healthcare
Early Stage,2022.0,1,10.0,,,Private,Financial Services
Early Stage,2022.0,1,60.0,,Group 11 [LP Dedicated] SPVs,Private,Technology
Angel & Seed,2019.0,1,30.0,,Revolution Fund,Private,Technology
Early Stage,2021.0,1,20.0,,"Hambro Perks Oryx Fund, Techstars Rising Stars 2021",Private,Healthcare
,2020.0,1,1457.0,,,Private,Technology
Early Stage,2021.0,1,8.0,,Ibtikar Fund II,Private,Technology
Angel & Seed,2022.0,1,13.0,,"Pillar III, Aleph IV, Fabric Ventures Early-Stage Web3 Fund",Private,Technology
Early Stage,2017.0,1,33.0,,,Private,Technology
Angel & Seed,2019.0,1,45.0,,"Urban Us Fund III, Navitas Capital III, Pi Labs Fund III, Heartland Ventures Fund II, Argonautic Ventures Construction Technology Fund I",Private,Technology
Angel & Seed,2022.0,1,24.0,,"Falcon Fund, Insight FXP",Private,Technology
Early Stage,2021.0,1,28.0,,"500 Global SPV I, 500 MENA",Private,Technology
Series A,2021.0,1,37.0,,"Cyberstarts Venture Fund II, Zeev Opportunity Fund I",Private,Technology
Early Stage,2022.0,1,7.0,,Antler Elevate,Private,Technology
Angel & Seed,2019.0,1,15.0,,,Private,Technology
Early Stage,2021.0,1,49.0,,Ventures Platform IV,Private,Financial Services
Early Stage,2022.0,1,13.0,,,Private,Technology
Angel & Seed,2018.0,1,28.0,,"Rockstart AgriFood Fund, MatterScale Ventures Fund I",Private,Technology
Early Stage,2022.0,1,18.0,,"Roble Ventures Fund I, NXTP Fund III",Private,Technology
Angel & Seed,2020.0,1,32.0,,"Tuesday Capital IV, Newfund North America I, NFX C2-B Advantage, Cardumen DeepTech Fund II",Private,Technology
Early Stage,2022.0,1,35.0,,Tiger Global Private Investment Partners XI,Private,Technology
Add-on,2020.0,1,80.0,,,Private,Technology
Angel & Seed,2022.0,1,34.0,,,Private,Transportation
Series B,2017.0,1,49.0,,Insight FXP,Private,Technology
Add-on,2016.0,1,127.0,,,Private,Technology
Angel & Seed,2020.0,1,6.0,,SOSV Decarbonization Consortium,Private,Technology
Series A,2020.0,1,21.0,,Two Lanterns Venture Fund,Private,Technology
Early Stage,2022.0,1,9.0,,,Private,Technology
Add-on,2019.0,1,3.0,,,Private,Technology
Early Stage,2021.0,1,340.0,,,Private,Technology
Early Stage,2019.0,1,52.0,,,Private,Technology
Angel & Seed,2019.0,1,24.0,,"Alpha Wave Ventures I, Grove Ventures Fund III, Hetz Ventures III",Private,Technology
Early Stage,2022.0,1,21.0,,,Private,Technology
Series B,2016.0,1,39.0,,,Private,Healthcare
Early Stage,2017.0,1,34.0,,Bunat Ventures Fund I,Private,Technology
Add-on,2020.0,1,1.0,,,Private,Healthcare
Early Stage,2021.0,1,5.0,,,Private,Technology
Angel & Seed,2022.0,1,10.0,,"Better Tomorrow Ventures Fund I, Canaan Gold Coast, YCC20",Private,Technology
Angel & Seed,2022.0,1,16.0,,"Insight FXP, Madrona Venture Labs V",Private,Technology
Early Stage,2022.0,1,24.0,,,Private,Technology
Angel & Seed,2020.0,1,16.0,,,Private,Financial Services
Early Stage,2022.0,1,11.0,,,Private,Financial Services
Early Stage,2018.0,1,22.0,,,Private,Technology
Early Stage,2021.0,1,9.0,,,Private,Business Services
Early Stage,2014.0,1,119.0,,Funses 1 VC5,Private,Technology
Angel & Seed,2021.0,1,16.0,,Meron II,Private,Technology
Early Stage,2021.0,1,48.0,,"Cardumen DeepTech Fund II, a16z crypto IV",Private,Technology
Angel & Seed,2021.0,1,28.0,,"LocalGlobe XI, Jibe Ventures, Earlybird Health Fund II",Private,Technology
Angel & Seed,2019.0,1,50.0,,DOMO Ventures 2,Private,Technology
Angel & Seed,2021.0,1,14.0,,eHV Advanced,Private,Healthcare
Early Stage,2022.0,1,15.0,,,Private,Business Services
Angel & Seed,2021.0,1,12.0,,,Private,Agriculture
Series A,2019.0,1,61.0,,Left Lane Capital Partners I,Private,Technology
Add-on,2020.0,1,7.0,,,Private,Technology
Angel & Seed,2022.0,1,20.0,,,Private,Technology
Angel & Seed,2022.0,1,10.0,,"5G Ecosystem Fund, Alexia Ventures 1, DGF 7, 17 Sigma Capital Partners",Private,Technology
Angel & Seed,2021.0,1,39.0,,"Alpha Wave Ventures I, Weston & Co. XII",Private,Financial Services
Early Stage,2018.0,1,23.0,,,Private,Technology
Angel & Seed,2020.0,1,50.0,,Joule Ventures V,Private,Technology
Early Stage,2019.0,1,17.0,,Techstars Rising Stars 2021,Private,Technology
Angel & Seed,2022.0,1,24.0,,TLV Partners V,Private,Technology
Early Stage,2021.0,1,23.0,,Amazon Industrial Innovation Fund,Private,Technology
Angel & Seed,2021.0,1,31.0,,,Private,Healthcare
Early Stage,2014.0,1,284.0,,,Private,Technology
Series B,2014.0,1,58.0,,,Private,Technology
Series A,2015.0,1,188.0,,"Sarona Ventures Fund I, Point72 Hyperscale, Samurai Incubate Fund VII",Private,Technology
Early Stage,2019.0,1,13.0,,,Private,Financial Services
Angel & Seed,2021.0,1,29.0,,Glilot Early Growth Fund II,Private,Technology
Early Stage,2019.0,1,45.0,,Bedaya Fund II,Private,Healthcare
Early Stage,2018.0,1,23.0,,,Private,Technology
Angel & Seed,2017.0,1,83.0,,SAQR Fund 1,Private,Technology
Early Stage,2017.0,1,127.0,,Fintactics VC fund,Private,Financial Services
Angel & Seed,2020.0,1,39.0,,"Ocean Azul Partners II, Team8 Capital II",Private,Technology
Early Stage,2021.0,1,16.0,,,Private,Healthcare
Early Stage,2018.0,1,14.0,,,Private,Healthcare
Angel & Seed,2019.0,1,28.0,,,Private,Agriculture
Series A,2018.0,1,56.0,,,Private,Technology
Add-on,2019.0,1,57.0,,,Private,Technology
Add-on,2021.0,1,1.0,,,Private,Technology
Series A,2017.0,1,165.0,,,Private,Agriculture
Angel & Seed,2022.0,1,21.0,,"Charge VC Fund II, BOLDstart Ventures IV, CMT Digital Opportunities Fund",Private,Technology
,2018.0,1,36.0,,,Private,Technology
Angel & Seed,2016.0,1,93.0,,Invest Tech VC,Private,Technology
Angel & Seed,2021.0,1,8.0,,,Private,Healthcare
Series A,2019.0,1,68.0,,New Era Capital Partners II,Private,Technology
Add-on,2021.0,1,2.0,,,Private,Technology
Angel & Seed,2018.0,1,18.0,,DOMO Ventures 2,Private,Healthcare
Angel & Seed,2021.0,1,26.0,,"Eight Roads Ventures Europe IV, TechAviv Founder Partners II",Private,Technology
,2015.0,1,29.0,,,Private,Technology
Early Stage,2020.0,1,16.0,,,Private,Technology
Early Stage,2022.0,1,1.0,,,Private,Industrial
Early Stage,2017.0,1,13.0,,,Private,Technology
Early Stage,2019.0,1,16.0,,AnD Ventures Fund (2021),Private,Financial Services
Early Stage,2022.0,1,13.0,,Sanabil 500 MENA Accelerator I,Private,Media and Entertainment
Early Stage,2017.0,1,20.0,,,Private,Healthcare
Angel & Seed,2021.0,1,66.0,,"Target Global Early Stage Fund I, Joule Ventures IV",Private,Technology
Series A,2020.0,1,85.0,,"NFX C2-B Advantage, Summit Partners Growth Equity Fund XI",Private,Technology
Angel & Seed,2017.0,1,55.0,,"NXTP Fund I, Cometa III",Private,Technology
Series B,2018.0,1,28.0,,"Aristagora VC Israel Technology, Impact Deep Tech Fund II",Private,Technology
Add-on,2014.0,1,17.0,,,Private,Technology
Early Stage,2019.0,1,96.0,,,Private,Agriculture
Angel & Seed,2020.0,1,23.0,,"Jaguar Ventures II, Cometa III, Kayyak Ventures I, Seaya Cathay Latam Fund",Private,Technology
,2016.0,1,325.0,,,Private,Technology
Angel & Seed,2021.0,1,18.0,,"Samsung NEXT Fund, Bessemer Venture Partners Growth Fund, Hetz Ventures III",Private,Technology
Early Stage,2022.0,1,34.0,,,Private,Financial Services
Early Stage,2021.0,1,26.0,,,Private,Business Services
Series A,2019.0,1,21.0,,"Impact Deep Tech Fund II, Earth Venture Capital",Private,Technology
,2022.0,1,12.0,,,Private,Financial Services
Early Stage,2021.0,1,18.0,,,Private,Industrial
Angel & Seed,2021.0,1,42.0,,,Private,Technology
Early Stage,2021.0,1,20.0,,"4Di Exponential Tech Fund I, Samurai Incubate Fund VII",Private,Technology
Early Stage,2017.0,1,32.0,,BIM Investments I,Private,Technology
Early Stage,2018.0,1,82.0,,PSG V,Private,Technology
Early Stage,2022.0,1,16.0,,"Stage One Venture Capital Fund IV, Aleph IV",Private,Technology
Angel & Seed,2020.0,1,54.0,,"Cardumen DeepTech Fund II, Scale Venture Partners VIII",Private,Technology
Series A,2020.0,1,46.0,,"Samsung NEXT Fund, Mirae Asset Next Korea Venture Fund, ZVC 1 Investment Partnership, J-Impact Fund, GFT Ventures I, Entrée Capital Israel Early-Stage Fund IV, Intel Foundry Services Innovation Fund, IN Venture II, Atinum Growth Support 2023 Fund",Private,Technology
Early Stage,2021.0,1,8.0,,"Pitango HealthTech Fund I, Hack VC Crypto Seed Fund",Private,Technology
Angel & Seed,2017.0,1,41.0,,"Bossa Nova Fund I, DOMO Ventures 2, Bertha-Viasoft Agro Fund, Brasil Energias Renováveis Fundo De Investimento Em Participações Multiestratégia",Private,Technology
Early Stage,2016.0,1,23.0,,Bossa Nova Fund I,Private,Media and Entertainment
Angel & Seed,2019.0,1,33.0,,,Private,Technology
Angel & Seed,2017.0,1,28.0,,Bossa Nova Fund I,Private,Financial Services
Early Stage,2019.0,1,8.0,,Bossa Nova Fund I,Private,Technology
Angel & Seed,2021.0,1,15.0,,"Blumberg Capital V, Bling Capital SPV P Veho",Private,Technology
,2019.0,1,71.0,,"Pomona Impact Fund II, ALIVE Early Growth Fund II",Private,Technology
Angel & Seed,2021.0,1,6.0,,"Good Protein Fund I, Lool Ventures III, Impact Picnic Investment Fund II",Private,Healthcare
Early Stage,2014.0,1,86.0,,DGF 7,Private,Technology
Series A,2015.0,1,14.0,,,Private,Healthcare
Early Stage,2020.0,1,14.0,,,Private,Technology
Early Stage,2018.0,1,27.0,,BeKindTech Fund,Private,Technology
Early Stage,2020.0,1,28.0,,Ibtikar Fund II,Private,Technology
Angel & Seed,2019.0,1,6.0,,,Private,Technology
Early Stage,2019.0,1,34.0,,,Private,Technology
Angel & Seed,2018.0,1,36.0,,,Private,Technology
Early Stage,2022.0,1,21.0,,"Pantera Venture Fund III, DCVC VI",Private,Technology
Early Stage,2021.0,1,13.0,,Hype Capital Sports Tech Venture Capital Fund,Private,Technology
Series A,2020.0,1,28.0,,"Pitango HealthTech Fund I, Bessemer Venture Partners Growth Fund, Nina Capital Fund II, Boston Millennia Partners Opportunity Fund",Private,Healthcare
Series A,2014.0,1,31.0,,,Private,Technology
Series A,2021.0,1,40.0,,"Interplay Early Stage Fund I, Vertex Ventures US Fund III, GTMfund, Vertex Ventures Israel Fund VI, State Of Mind Ventures III",Private,Technology
Angel & Seed,2020.0,1,42.0,,,Private,Technology
Angel & Seed,2020.0,1,22.0,,"Sozo Ventures III, Angular Ventures II",Private,Technology
Angel & Seed,2018.0,1,68.0,,Launch Africa Fund I,Private,Technology
Angel & Seed,2020.0,1,13.0,,Orbit Startups III,Private,Technology
Series A,2018.0,1,26.0,,,Private,Technology
Angel & Seed,2020.0,1,30.0,,"Badia Impact Squared, Anava Seed Fund",Private,Technology
Add-on,2018.0,1,1.0,,,Private,Technology
Add-on,2015.0,1,19.0,,,Private,Media and Entertainment
Early Stage,2020.0,1,8.0,,,Private,Technology
Early Stage,2018.0,1,12.0,,Velocity Hospitality and Travel Fund I,Private,Industrial
Angel & Seed,2018.0,1,27.0,,LocalGlobe XI,Private,Healthcare
Early Stage,2014.0,1,74.0,,BeKindTech Fund,Private,Technology
Series A,2019.0,1,52.0,,Nclude,Private,Technology
Angel & Seed,2017.0,1,8.0,,Nielsen Innovate I,Private,Technology
Angel & Seed,2018.0,1,21.0,,,Private,Technology
Angel & Seed,2014.0,1,5.0,,,Private,Technology
Angel & Seed,2022.0,1,29.0,,Hetz Ventures III,Private,Technology
Angel & Seed,2017.0,1,5.0,,,Private,Technology
Angel & Seed,2020.0,1,7.0,,,Private,Technology
Early Stage,2015.0,1,19.0,,Isetec V,Private,Technology
Angel & Seed,2018.0,1,5.0,,,Private,Technology
Early Stage,2018.0,1,22.0,,,Private,Industrial
Add-on,2015.0,1,95.0,,,Private,Technology
Angel & Seed,2019.0,1,29.0,,"500 Startups V, Seedstars International, StartUp Health Moonshots Impact Fund",Private,Healthcare
Early Stage,2020.0,1,18.0,,Techstars Accelerator Partners I,Private,Technology
Mature - Buyout,2015.0,1,151.0,,Accel-KKR Growth Capital Partners IV,Private,Technology
Series A,2020.0,1,25.0,,,Private,Technology
Angel & Seed,2018.0,1,20.0,,,Private,Technology
Early Stage,2019.0,1,33.0,,,Private,Healthcare
Angel & Seed,2020.0,1,20.0,,"Ground Up Ventures Fund, Differential Venture Capital Fund II, Bonfire Ventures III",Private,Technology
